instr_mse,instr_rmse,instr_mae,instr_r2,instr_corr,instr_mean_error,instr_mean_abs_error,instr_mean_rel_error,bb_mse,bb_rmse,bb_mae,bb_r2,bb_corr,bb_mean_error,bb_mean_abs_error,bb_mean_rel_error
0.3941318256084679,0.627799192105619,0.05714091100372254,0.7989529633260322,0.8946239463806779,0.022157465578575272,0.05714091100372254,0.027935778568320673,0.24091708042077084,0.4908330474008151,0.10728906515752896,0.9958360187791203,0.9983576722425415,0.0934956394531764,0.10728906515752896,0.012724910622517828
