slope,intercept,r_squared,r_value,p_value,std_err,mse,rmse,mae,nrmse
0.9634996807020908,0.02895904874653321,0.8003520054377377,0.8946239463806777,0.0,0.0014589991274235724,0.39138914891593235,0.6256110204559479,0.047213195522366004,0.00947895485539315
