slope,intercept,r_squared,r_value,p_value,std_err,mse,rmse,mae,nrmse
0.9736336857563591,0.0634173911782332,0.9967180417255458,0.9983576722425415,0.0,0.0003491989600809093,0.18988553588562468,0.43575857522901906,0.07815516823426312,0.0034860686018321524
