instr_mse,instr_rmse,instr_mae,instr_r2,instr_corr,instr_mean_error,instr_mean_abs_error,instr_mean_rel_error,bb_mse,bb_rmse,bb_mae,bb_r2,bb_corr,bb_mean_error,bb_mean_abs_error,bb_mean_rel_error
2.188979387283325,1.47951998542883,0.20794205367565155,0.7381366491317749,0.8600372855887637,-0.05181266,0.20794205,0.091342695,3.2271361351013184,1.7964231503466321,0.2746924161911011,0.9280643463134766,0.9640011486608011,-0.14529406,0.27469242,0.03559489
